id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2450249,Houseboat in Amsterdam · ★4.68 · 4 bedrooms · 4 beds · 4.5 baths,3523553,Doet,,Westerpark,52.3807,4.86743,Entire home/apt,325,3,22,2023-08-12,0.22,3,0,3,0363 B686 2FA3 2168 364E
2459307,Rental unit in Amsterdam · ★4.88 · 1 bedroom · 1 bed · 1 bath,12574181,Gerard,,Watergraafsmeer,52.35113,4.93215,Entire home/apt,114,3,32,2019-05-04,0.27,1,0,0,0363 6CC5 AD07 1D5A 2D28
2471617,Rental unit in Amsterdam · ★4.95 · 1 bedroom · 3 beds · 1 bath,6331314,Karin & Douwe,,Centrum-Oost,52.37369,4.90379,Entire home/apt,160,3,668,2023-12-08,5.67,1,35,89,0363 8F1D 9864 0E21 154C
2474754,Rental unit in Amsterdam · ★4.71 · 1 bedroom · 1 bed · 1 bath,10428722,Yaap,,Centrum-West,52.37914,4.88491,Entire home/apt,10000,5,24,2023-05-07,0.20,1,365,4,0363 5B55 3FD5 8759 2A0D
2476314,Rental unit in Amsterdam · ★5.0 · 4 bedrooms · 2 beds · 1.5 baths,10886830,Maike,,Oud-Oost,52.35363,4.91644,Entire home/apt,170,12,7,2019-10-26,0.06,1,0,0,0363 6039 02C7 466D CA8F
2477880,Loft in Amsterdam · ★4.71 · 1 bedroom · 2 beds · 1 shared bath,12348866,Jan-Tjalling,,Centrum-West,52.3823,4.88576,Private room,110,1,538,2023-11-12,4.54,1,0,26,0363 AA6B 978E C273 0EF2
2478937,Townhouse in Amsterdam · ★4.75 · 1 bedroom · 1 bed · 1 private bath,12679676,Thomas&Eyal,,Centrum-West,52.37236,4.89688,Private room,119,2,698,2023-12-11,5.89,1,9,87,0363 0901 F2A5 8C59 BBB0
2480621,Condo in Amsterdam · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,12690109,Jacqueline,,Centrum-West,52.37674,4.89224,Private room,110,2,216,2023-11-26,1.83,2,36,26,0363 7A24 219F 5468 2240
2491188,Rental unit in Amsterdam · ★4.84 · 1 bedroom · 1 bed · 1 bath,12580597,Zigy,,De Baarsjes - Oud-West,52.3724,4.8717,Entire home/apt,150,4,44,2023-11-12,0.39,1,53,4,0363 2077 4C28 B58F E360
2497346,Loft in Amsterdam · ★4.65 · 1 bedroom · 2 beds · 1.5 baths,12784049,Ruud,,Zuid,52.35425,4.88651,Private room,144,1,810,2023-12-03,6.85,1,19,81,0363 05A3 F95B 24B1 C82B
2513623,Rental unit in Amsterdam · ★4.0 · 1 bedroom · 1 bed · 1.5 baths,4084500,Chen,,De Pijp - Rivierenbuurt,52.34861,4.89643,Entire home/apt,120,3,5,2019-08-18,0.07,1,0,0,0363 67EF F0FF 9C28 875C
2514858,Rental unit in Amsterdam · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,9396158,Rob & René,,De Pijp - Rivierenbuurt,52.34965,4.89403,Private room,95,2,122,2023-12-03,1.04,1,200,32,0363 07E8 9AC7 1758 B0F6
2518607,Rental unit in Amsterdam · ★4.79 · 1 bedroom · 1 bed · 2 baths,3071046,Cecile,,De Pijp - Rivierenbuurt,52.34037,4.90324,Entire home/apt,,2,72,2020-01-02,0.62,1,0,0,0363 473B 4964 3B4D D5FD
2529643,Bed and breakfast in Amsterdam · ★4.80 · 1 bedroom · 1 bed · 1 private bath,12953966,Truus,,Oostelijk Havengebied - Indische Buurt,52.37515,4.94627,Private room,,1,40,2022-09-25,0.34,1,0,0,0363 31DD 04F2 70D9 3375
2534067,Rental unit in Amsterdam · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,12978317,Annet,,De Pijp - Rivierenbuurt,52.35231,4.89094,Entire home/apt,188,2,31,2019-06-02,0.27,1,0,0,0363 D877 941E F1C9 796D
2534166,Rental unit in Amsterdam · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,12978768,Vincent,,Bos en Lommer,52.38414,4.85433,Private room,65,3,220,2023-10-26,1.87,1,102,19,0363 E0AC 99A6 0A1B 6B1B
2535685,Condo in Amsterdam · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,2764651,Maurice & Dorien,,Centrum-Oost,52.36254,4.8928,Private room,214,2,278,2023-10-29,2.38,1,0,11,0363 C424 4674 6CFD B279
2540979,Home in Amsterdam · 4 bedrooms · 4 beds · 4 baths,11901935,Tomer,,Zuid,52.34634,4.87715,Entire home/apt,1100,4,2,2023-08-29,0.48,1,138,2,0363 00EA 89D0 FD70 8431
2551330,Townhouse in Amsterdam · ★4.85 · 1 bedroom · 2 beds · 1.5 shared baths,10863932,Marc,,Slotervaart,52.3695,4.83711,Private room,100,2,117,2023-04-22,0.99,1,0,4,0363 DF31 312C 8DDB 0B95
2553485,Rental unit in Amsterdam · ★4.50 · 2 bedrooms · 1 bed · 1.5 baths,13074069,Thibaut,,De Pijp - Rivierenbuurt,52.34201,4.895274,Entire home/apt,325,2,4,2023-08-23,0.66,1,11,4,0363 0C76 2EF7 0D70 1207
2573607,Rental unit in Amsterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,13178396,Nicky,,Centrum-West,52.37617,4.87724,Entire home/apt,125,2,25,2023-07-15,0.21,1,0,1,0363 B9C6 44A0 0C96 3940
2574202,Loft in Amsterdam · ★4.77 · 2 bedrooms · 3 beds · 1.5 baths,13181512,Floris,,De Pijp - Rivierenbuurt,52.34289,4.91049,Entire home/apt,213,4,35,2023-08-17,0.30,1,0,4,0363 1D94 2ECF 9321 5254
2581386,Rental unit in Amsterdam · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,13086804,Nathalie,,Zuid,52.35296,4.88243,Entire home/apt,270,3,28,2023-08-25,0.35,1,0,2,0363 CC06 106C 754F EFB7
2606957,Condo in Amsterdam · 2 bedrooms · 4 beds · 1 bath,3487070,Sandrine,,Zuid,52.35242462158203,4.879333019256592,Entire home/apt,300,7,1,2023-01-05,0.09,1,364,1,0363 3B60 6BD1 20F9 9AFB
2623099,Condo in Amsterdam · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,13098216,Elianne,,De Baarsjes - Oud-West,52.36807,4.87636,Private room,129,3,94,2023-11-28,0.84,1,217,21,0363 77E0 6CFC D37B F765
2633912,Rental unit in Amsterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,13487234,Agaath,,Centrum-West,52.38308,4.88416,Entire home/apt,136,3,72,2021-11-08,0.64,1,84,0,0363 3FF9 FA17 4EEE 3456
2638552,Boutique hotel in Amsterdam-Zuidoost · ★4.51 · 1 bedroom · 1 bed · 1 private bath,5137582,C.T.,,Gaasperdam - Driemond,52.31182,5.00063,Private room,97,1,191,2023-11-13,1.63,5,357,25,Exempt
2638773,Home in Amsterdam · ★4.87 · 3 bedrooms · 3 beds · 1.5 baths,11386978,Frouke,,Watergraafsmeer,52.35216,4.92835,Entire home/apt,300,5,45,2023-08-07,0.38,1,221,2,0363 78CC 406A 07EF 2047
2639206,Bed and breakfast in Amsterdam-Zuidoost · ★4.67 · 1 bedroom · 1 bed · 1 private bath,5137582,C.T.,,Gaasperdam - Driemond,52.31217,4.99983,Hotel room,155,1,98,2023-10-22,0.84,5,359,18,Exempt
2639773,Home in Amsterdam · ★4.78 · 1 bedroom · 1 bed · 1 private bath,3018316,Corina,,Centrum-West,52.36955261230469,4.881127834320068,Private room,150,3,401,2023-12-10,3.44,1,156,63,0363 303A EBA8 D6F9 3CFA
2647276,Bed and breakfast in Amsterdam-Zuidoost · ★4.54 · 1 bedroom · 1 bed · 1 private bath,5137582,C.T.,,Gaasperdam - Driemond,52.3102,5.00055,Hotel room,105,1,139,2023-10-21,1.19,5,0,39,Exempt
2647365,Bed and breakfast in Amsterdam-Zuidoost · ★4.74 · 1 bedroom · 1 bed · 1 private bath,5137582,C.T.,,Gaasperdam - Driemond,52.31226,4.99838,Hotel room,107,1,88,2023-10-22,0.76,5,360,17,Exempt
2648251,Rental unit in Amsterdam · ★4.73 · 1 bedroom · 2 beds · 1 bath,10302269,Juliette,,Bos en Lommer,52.37673,4.84669,Entire home/apt,130,2,102,2023-04-25,0.90,1,0,5,0363 1AC1 B374 051D 3476
2667413,Home in Amsterdam · ★4.86 · 4 bedrooms · 8 beds · 1.5 baths,3042726,Julius,,Noord-Oost,52.38517,4.9561,Entire home/apt,349,6,21,2023-10-29,0.19,1,82,5,0363 B0AC 38B6 536E 0741
2668398,Loft in Amsterdam · ★4.91 · 2 bedrooms · 3 beds · 1 bath,13659182,Wimie,,De Baarsjes - Oud-West,52.3634,4.85335,Entire home/apt,150,3,86,2023-04-04,0.74,1,40,1,0363200CC4915316A3C0
2682113,Rental unit in Amsterdam · ★4.95 · 2 bedrooms · 2 beds · 1 bath,10092422,Brigitte,,Bos en Lommer,52.37935,4.85477,Entire home/apt,199,4,21,2023-07-26,0.23,1,4,2,0363 A11A E4BE 5D22 023F
2697739,Rental unit in Amsterdam · ★4.96 · 2 bedrooms · 4 beds · 1.5 baths,12735907,Conchita,,De Baarsjes - Oud-West,52.36861,4.8553,Entire home/apt,295,4,23,2023-07-16,0.38,1,6,5,0363 F13D 4979 980A 5E39
2704035,Rental unit in Amsterdam · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,13840094,Juliette,,Zuid,52.35612,4.88026,Entire home/apt,450,2,24,2023-07-04,0.20,1,1,3,0363 E7ED BD4D FC99 E596
2705165,Home in Amsterdam · ★4.65 · 3 bedrooms · 12 beds · 1.5 baths,2674028,Taco,,Oud-Noord,52.39519,4.91041,Entire home/apt,403,2,394,2023-12-10,3.40,3,301,32,Exempt
2708863,Rental unit in Amsterdam · ★4.84 · 3 bedrooms · 3 beds · 1.5 baths,13862000,Femke,,De Baarsjes - Oud-West,52.36409,4.84923,Entire home/apt,368,5,96,2023-07-15,0.82,1,315,3,0363 ABB5 5A23 4C6F 5F3F
2718586,Rental unit in Amsterdam · ★4.88 · 3 bedrooms · 3 beds · 1.5 baths,10365673,Nicole,,Zuid,52.34822,4.86413,Entire home/apt,225,6,16,2020-01-05,0.14,1,2,0,0363 CA6F A7F5 0F29 E57B
2719038,Guesthouse in Amsterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,13060291,Aletta,,Noord-Oost,52.39567,5.0052,Entire home/apt,119,2,419,2023-10-23,3.56,1,180,35,0363B3DD632399CB8ABE
2739228,Boutique hotel in Amsterdam · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,436145,Riks,,Centrum-West,52.37911,4.89349,Private room,116,3,200,2022-12-30,1.75,4,0,3,036341086EC3C2FF2493
2754846,Condo in Amsterdam · ★4.64 · 1 bedroom · 1 bed · 1 bath,13885350,Giulia,,De Baarsjes - Oud-West,52.36514,4.85357,Entire home/apt,225,3,11,2023-09-14,0.73,1,8,5,0363 8760 72FA 6481 6A9B
2763037,Rental unit in Amsterdam · ★4.78 · Studio · 2 beds · 1 private bath,11001794,Ernestine,,Centrum-West,52.37514,4.88916,Private room,150,2,426,2023-11-30,4.08,1,244,80,03633D7182FB3AAE106B
2763386,Condo in Amsterdam · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,14122005,Rick,,Slotervaart,52.36173,4.8454,Private room,56,2,412,2023-12-09,3.50,2,242,63,0363 DA82 0626 A1FA 89B3
2775209,Rental unit in Amsterdam · ★4.14 · 2 bedrooms · 3 beds · 2 baths,9406727,S,,Zuid,52.34805,4.87523,Entire home/apt,375,7,22,2018-07-28,0.19,1,89,0,0363 27F3 93FC B19F C418
2780062,Rental unit in Amsterdam · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,14218464,Suzanne,,Centrum-Oost,52.36124,4.89053,Private room,165,2,185,2023-11-15,1.58,1,246,57,0363 A187 BBA0 D9F1 DE2A
2787645,Houseboat in Amsterdam · ★4.69 · 3 bedrooms · 3 beds · 1 bath,1491426,Merlijn,,De Pijp - Rivierenbuurt,52.34272,4.9135,Entire home/apt,195,4,42,2023-08-24,0.36,1,0,2,0363 87BA DD27 0DE6 73C0
2788545,Rental unit in Amsterdam · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,14263733,Tim & Anne,,Oostelijk Havengebied - Indische Buurt,52.36402,4.93394,Entire home/apt,195,5,14,2023-08-07,0.15,1,0,2,0363 3788 4136 2689 C7F2
2797128,Home in Amsterdam · ★4.54 · 3 bedrooms · 3 beds · 2 baths,6945968,Wouter,,Noord-West,52.40613,4.92436,Entire home/apt,140,3,13,2022-08-10,0.13,1,0,0,0363 6C4A 5342 BFFE 9E98
2800120,Bed and breakfast in Amsterdam · ★4.91 · 1 bedroom · 1 bed · 1 private bath,1512673,Lenny & Chris,,Centrum-Oost,52.363968,4.885711,Private room,140,2,246,2023-11-19,2.09,1,59,95,0363 3CD2 1BB6 200C 9DA1
2809026,Loft in Amsterdam · ★4.94 · 4 bedrooms · 4 beds · 1.5 baths,14366013,Anik,,Zuid,52.35748,4.85038,Entire home/apt,230,3,31,2019-07-29,0.27,1,0,0,03635C0AE6189724650F
2829553,Rental unit in Amsterdam · ★4.93 · 2 bedrooms · 1 bed · 1 bath,14465690,Joris,,De Pijp - Rivierenbuurt,52.34926,4.88719,Entire home/apt,200,100,44,2018-11-04,0.38,1,180,0,ABCD 1234 AB12 89EF A0F9
2830788,Condo in Amsterdam · ★4.92 · Studio · 2 beds · 1 private bath,5516496,Marieke,,Oud-Oost,52.35035,4.91362,Private room,135,3,238,2023-12-12,2.03,1,0,32,0363 3B20 8E2D A658 D862
2842228,Farm stay in Amsterdam · ★4.56 · 1 bedroom · 3 beds · 1.5 shared baths,3040748,Henk,,Noord-Oost,52.39508,4.99186,Private room,87,2,128,2023-10-29,1.10,9,247,25,0363 2A6D 7C09 877D 715F
2845566,Rental unit in Amsterdam · ★4.88 · 1 bedroom · 1 bed · 1 bath,8542750,Leonie,,Centrum-Oost,52.36376,4.92128,Entire home/apt,120,3,43,2023-02-10,0.37,1,0,10,0363 FDA5 E16E 2A8E 4194
2853285,Bed and breakfast in Amsterdam · ★4.48 · 1 bedroom · 2 beds · 0 baths,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36491,4.86102,Private room,73,1,158,2023-12-07,1.36,21,284,39,Exempt
2861381,Home in Amsterdam · ★4.75 · 4 bedrooms · 3 beds · 1.5 baths,11931187,Maarten,,Noord-Oost,52.40613,4.92995,Entire home/apt,375,4,16,2023-08-29,0.91,1,0,11,0363 5E28 EC16 D211 7D3D
2861667,Bed and breakfast in Amsterdam · ★4.44 · 1 bedroom · 2 beds · 0 baths,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36714,4.86019,Private room,79,1,278,2023-11-28,2.37,21,317,62,Exempt
2882337,Townhouse in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,922459,Sander,,Geuzenveld - Slotermeer,52.37292,4.8203,Entire home/apt,120,2,3,2020-02-22,0.05,1,0,0,0363 4CE7 1A47 5A3C 86D5
2892186,Rental unit in Amsterdam · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,9164546,Ron,,Oostelijk Havengebied - Indische Buurt,52.36307,4.94322,Entire home/apt,165,3,28,2022-05-15,0.24,1,0,0,0363 6BF9 F710 55B9 D9D6
2902819,Boat in Amsterdam · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,7414914,Arie,,Centrum-Oost,52.37067,4.90373,Entire home/apt,320,3,97,2023-06-01,0.86,1,0,2,0363 8662 1688 B623 8942
2912309,Condo in Amsterdam · ★4.96 · 2 bedrooms · 2 beds · 2.5 baths,6485357,Monica,,De Pijp - Rivierenbuurt,52.35326,4.90668,Entire home/apt,200,3,50,2023-08-29,0.43,1,0,6,036384AG27EDD24A8085
2921938,Rental unit in Amsterdam · ★4.89 · 3 bedrooms · 4 beds · 1.5 baths,14921396,Frank & Lisa,,De Baarsjes - Oud-West,52.36492,4.85908,Entire home/apt,200,4,18,2023-08-11,0.15,1,6,3,0363EAF737E66E691A58
2942229,Rental unit in Amsterdam-Zuidoost · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,1271678,Andrea,,Bijlmer-Oost,52.32613,4.97748,Private room,75,2,340,2023-09-18,2.91,1,140,4,0363 9223 868C 249F 5961
2955804,Rental unit in Amsterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,7826575,Eva,,Westerpark,52.37486,4.87437,Entire home/apt,155,3,49,2019-03-03,0.46,1,0,0,0363 5506 1DF5 FEC3 602F
2965812,Rental unit in Amsterdam · ★4.96 · 2 bedrooms · 2 beds · 1 bath,15131204,Marianne,,IJburg - Zeeburgereiland,52.36091,4.97497,Entire home/apt,200,5,53,2023-08-28,0.55,1,0,6,0363 0212 6786 A1BD 8449
2976795,Rental unit in Amsterdam · ★4.88 · Studio · 1 bed · Half-bath,5330753,Rene & Ellen,,Oud-Noord,52.39984,4.92056,Entire home/apt,125,2,240,2023-12-03,2.06,1,275,66,0363 4140 B68E EED5 1075
2977065,Rental unit in Amsterdam · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,15183505,Siep,,Centrum-West,52.37615,4.89001,Entire home/apt,1000,3,68,2023-04-26,0.59,1,345,5,0363 23D3 9E1A E15B 75C2
2981842,Bed and breakfast in Amsterdam · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36623,4.85891,Private room,120,1,24,2023-11-15,0.21,21,326,4,Exempt
2981853,Bed and breakfast in Amsterdam · ★4.65 · 1 bedroom · 2 beds · 0 baths,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36689,4.85891,Private room,76,1,43,2023-12-11,0.37,21,293,20,Exempt
2981861,Bed and breakfast in Amsterdam · ★4.53 · 1 bedroom · 1 bed · 0 shared baths,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36568,4.85883,Private room,73,1,109,2023-11-28,0.95,21,303,32,Exempt
2981875,Bed and breakfast in Amsterdam · ★4.39 · 1 bedroom · 1 bed · 0 shared baths,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36519,4.86058,Private room,105,1,51,2023-10-25,0.44,21,329,8,Exempt
2984018,Bed and breakfast in Amsterdam · ★4.46 · 1 bedroom · 1 bed · 0 shared baths,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36556,4.85867,Private room,79,1,24,2023-08-13,0.21,21,332,2,Exempt
2985952,Rental unit in Amsterdam · ★4.89 · 1 bedroom · 1 bed · 1 bath,1448980,Laila,,Oud-Oost,52.35507,4.9114,Entire home/apt,150,2,38,2023-11-12,0.33,1,50,4,0363 51E7 719B A36D 74B9
2994502,Rental unit in Amsterdam · ★4.74 · 1 bedroom · 1 bed · 1 bath,14869181,Cyril,,De Baarsjes - Oud-West,52.37124,4.87155,Entire home/apt,165,4,27,2023-08-07,0.23,1,11,2,0363 2147 A2B7 C5C8 EEA9
3036359,Boat in Amsterdam · ★4.87 · 1 bed · 1 bath,14271525,Annelieke,,Noord-Oost,52.37749,4.97868,Entire home/apt,89,4,77,2023-10-30,0.78,1,71,18,0363 C71F 6EF0 F8E1 8611
3036789,Condo in Amsterdam · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,14071035,Willem,,Oud-Oost,52.35812,4.91396,Entire home/apt,433,3,123,2023-10-02,1.08,1,0,19,0363 02F3 FE87 81FD 03E4
3040900,Rental unit in Amsterdam · ★4.84 · 2 bedrooms · 1 bed · 1 bath,15484042,Manuel,,De Baarsjes - Oud-West,52.3705,4.86328,Entire home/apt,200,3,44,2023-11-19,0.38,1,2,2,0363 F11B 39C0 09C0 47DB
3045003,Rental unit in Amsterdam · ★4.60 · 3 bedrooms · 4 beds · 1 bath,15504079,Jeroen,,Oud-Noord,52.38537,4.91155,Entire home/apt,175,3,5,2018-08-10,0.05,1,0,0,0363 9B86 30F3 1E3C E850
3046271,Condo in Amsterdam · ★4.80 · 4 bedrooms · 4 beds · 1 bath,15510514,Bastiaan E.,,Oostelijk Havengebied - Indische Buurt,52.37361,4.95112,Entire home/apt,350,3,10,2023-04-10,0.09,1,0,3,036372E955BC0B5155DD
3048137,Rental unit in Amsterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,15068613,Selmer,,Westerpark,52.37234,4.8673,Entire home/apt,80,3,12,2021-09-01,0.10,1,0,0,0363 B99B F6BF E749 945C
3070731,Rental unit in Amsterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,15628390,Markus,,Oostelijk Havengebied - Indische Buurt,52.36481431096161,4.938350665606688,Entire home/apt,140,3,5,2023-11-19,3.49,1,15,5,0363 A2BD 5241 5FF1 5372
3073208,Rental unit in Amsterdam · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,7369890,Thomas,,De Baarsjes - Oud-West,52.370479583740234,4.860108852386475,Entire home/apt,200,2,29,2023-09-23,0.28,1,0,2,0363 2012 7BF9 54B0 F7F6
3087967,Rental unit in Amsterdam · ★4.88 · 1 bedroom · 1 bed · 1 bath,8685469,Saskia,,Oud-Oost,52.36179,4.92923,Entire home/apt,186,3,17,2023-10-30,0.15,1,7,3,0363 7B62 2674 65D1 1DF1
3099026,Condo in Amsterdam · ★4.92 · 1 bedroom · 1 bed · 1 private bath,14626041,Jo,,Centrum-Oost,52.364777,4.908362,Private room,120,3,592,2023-12-04,5.10,1,171,65,0363 17F7 1014 17C7 FFB4
3099266,Rental unit in Amsterdam · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,15760048,Piet,,IJburg - Zeeburgereiland,52.35227,5.00066,Entire home/apt,135,3,76,2019-06-10,0.65,1,0,0,0363 B213 2765 D3BC 5CA5
3111787,Home in Amsterdam · ★4.87 · 1 bedroom · 1 bed · 1 private bath,15812999,Ad & Anna,,Centrum-West,52.3765,4.88313,Private room,154,3,298,2023-11-08,2.57,1,301,26,0363 26B7 73E2 03D6 0EAD
3120537,Bed and breakfast in Amsterdam · ★4.72 · 1 bedroom · 1 bed · 0 baths,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.36737,4.86018,Private room,76,1,39,2023-11-30,0.36,21,274,9,Exempt
3121979,Home in Amsterdam · 5 bedrooms · 4 beds · 2 baths,11484134,Daan,,Slotervaart,52.36101,4.82224,Entire home/apt,125,2,1,2019-07-29,0.02,1,0,0,0363 A66A B380 3157 F00F
3138594,Rental unit in Amsterdam · ★4.83 · 2 bedrooms · 3 beds · 1 bath,10308497,Floor,,De Baarsjes - Oud-West,52.36998,4.87264,Entire home/apt,264,3,46,2023-08-13,0.40,1,0,7,0363 D041 E96A 7749 ACFA
3145498,Rental unit in Amsterdam · ★4.96 · 6 bedrooms · 7 beds · 4 baths,15968958,Serge,,De Baarsjes - Oud-West,52.36422,4.8755,Entire home/apt,400,5,23,2023-08-15,0.22,1,0,2,0363 6EEC 4406 0472 F0F3
3150587,Rental unit in Amsterdam · ★4.89 · 1 bedroom · 1 bed · 1 bath,15991513,Marlot,,Centrum-West,52.37923,4.88309,Entire home/apt,155,2,463,2023-12-10,3.99,1,64,83,0363 F267 3C70 FB60 6C52
3155284,Farm stay in Amsterdam · ★4.79 · 1 bedroom · 1 bed · 1 private bath,3040748,Henk,,Noord-Oost,52.41016,4.96369,Private room,87,2,182,2023-04-10,1.60,9,0,2,0363 C2FC D0FB 68D9 2F58
3159712,Rental unit in Amsterdam · ★4.82 · 1 bedroom · 1 bed · 1 bath,16032724,Dennis,,De Pijp - Rivierenbuurt,52.35614,4.89805,Entire home/apt,275,3,39,2023-05-30,0.34,1,0,6,0363 728D 4AB8 8EF2 B8A7
3163509,Houseboat in Amsterdam · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,14049960,Dennis,,Centrum-Oost,52.36029,4.90464,Entire home/apt,200,4,50,2023-10-27,0.44,2,0,5,0363 7C23 D9C4 2C9B F14A
3174322,Home in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,2133459,Onno,,Centrum-West,52.37867,4.88561,Entire home/apt,450,4,31,2023-10-27,0.28,1,0,5,0363 0B7D 3376 F190 DBB2
3175397,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,9427338,Ann,,De Baarsjes - Oud-West,52.369416,4.8575709,Entire home/apt,180,3,5,2023-10-24,1.03,1,0,5,0363 B1A7 4291 06E1 040D
3180371,Loft in Amsterdam · ★4.78 · 2 bedrooms · 3 beds · 1 bath,16126732,Bob,,Centrum-Oost,52.36182,4.90581,Entire home/apt,499,4,23,2023-05-05,0.20,1,0,1,0363 C04C D0D6 9B48 8E07
3203283,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3774941,Judith,,Centrum-Oost,52.36302,4.90532,Entire home/apt,225,5,10,2016-07-04,0.09,1,0,0,0363 FA03 C519 0FE3 10BE
3206158,Townhouse in Amsterdam · ★4.84 · 3 bedrooms · 3 beds · 1.5 baths,14460671,Remi,,Geuzenveld - Slotermeer,52.37746,4.83598,Entire home/apt,249,3,43,2022-08-14,0.38,1,9,0,0363 E3A3 4CF1 FBD7 6C6A
3209240,Rental unit in Amsterdam · ★4.86 · 1 bedroom · 2 beds · 1 bath,10258350,Sara,,Zuid,52.35862,4.88608,Entire home/apt,109,3,22,2023-07-30,0.23,1,0,3,0363 528C D8AE A31A 780A
3225605,Boat in Amsterdam · ★4.92 · 4 bedrooms · 4 beds · 3 baths,14039696,Raymond,,De Pijp - Rivierenbuurt,52.35678,4.9056,Entire home/apt,516,3,52,2023-08-09,0.45,1,49,8,0363 7010 D7B4 D6D4 464E
3235970,Rental unit in Amsterdam · ★4.50 · 1 bedroom · 4 beds · 1 bath,1759884,Ivan,,Centrum-Oost,52.37113,4.91338,Entire home/apt,193,3,235,2023-11-22,2.32,3,229,55,Exempt
3237893,Rental unit in Amsterdam · ★4.86 · 1 bedroom · 1.5 baths,16382847,Vieve,,De Pijp - Rivierenbuurt,52.35691,4.88868,Entire home/apt,200,1,43,2023-06-28,0.37,1,87,4,0363 757F 0406 AB29 6A65
3244143,Rental unit in Amsterdam · ★4.89 · 1 bedroom · 2 beds · 1 bath,9121320,Carry,,Oostelijk Havengebied - Indische Buurt,52.3661,4.94138,Entire home/apt,,3,45,2018-09-25,0.39,1,0,0,0363 811B 47FF 5075 92AF
3254077,Rental unit in Amsterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,7780586,Kassie,,De Baarsjes - Oud-West,52.36758,4.85489,Entire home/apt,,30,37,2020-09-14,0.32,1,0,0,036314CF9C6086A2532C
3260866,Condo in Amsterdam · ★4.56 · 2 bedrooms · 2 beds · 1 bath,16490291,Malcolm,,Osdorp,52.35969,4.79162,Entire home/apt,350,3,25,2022-06-09,0.28,1,362,0,0363 265C 5514 0A22 5735
3261562,Condo in Amsterdam · ★4.95 · 1 bedroom · 1 bed · 1 bath,16493720,Luc,,Oostelijk Havengebied - Indische Buurt,52.36306,4.93611,Entire home/apt,130,3,64,2023-08-13,0.62,1,1,5,0363 F319 2CED 9A7F F7D2
3267105,Rental unit in Amsterdam · ★4.65 · 1 bedroom · 1 bed · 1 bath,15302962,Michaël,,Zuid,52.35108,4.85356,Entire home/apt,109,3,48,2023-05-23,0.42,1,5,3,0363 E68F C278 A325 8AFB
3270897,Rental unit in Amsterdam · ★4.80 · 1 bedroom · 2 beds · 1 bath,14691758,Frank,,Centrum-West,52.37664,4.87934,Entire home/apt,239,5,80,2023-05-22,0.69,1,0,2,0363 18AF C60F 4F24 D573
3277053,Rental unit in Amsterdam · ★4.30 · 4 bedrooms · 4 beds · 1.5 baths,7626197,Mees,,Centrum-West,52.38169,4.88362,Entire home/apt,200,4,23,2019-07-09,0.20,1,0,0,0363 98A4 8876 391A 8843
